id_lancamento;descricao;tipo_operacao;valor;data_vencimento;data_pagamento;status;forma_pagamento;documento_titular
82016;Titulo financeiro lote B sequencia 16;P;218.00;17/02/2026;;PENDENTE;BOLETO;85668841243
82017;Titulo financeiro lote B sequencia 17;R;219.00;18/02/2026;;PENDENTE;CARTAO_CREDITO;78535646353
82018;Titulo financeiro lote B sequencia 18;P;220.00;19/02/2026;;PENDENTE;TRANSFERENCIA;35335313412
82019;Titulo financeiro lote B sequencia 19;R;221.00;20/02/2026;;PENDENTE;DINHEIRO;69745626759
82020;Titulo financeiro lote B sequencia 20;P;222.00;21/02/2026;20/02/2026;PAGO;PIX;96982578453
82021;Titulo financeiro lote B sequencia 21;R;223.00;22/02/2026;;CANCELADO;BOLETO;63838120507
82022;Titulo financeiro lote B sequencia 22;P;224.00;23/02/2026;;PENDENTE;CARTAO_CREDITO;00992231558
82023;Titulo financeiro lote B sequencia 23;R;225.00;24/02/2026;;PENDENTE;TRANSFERENCIA;27374924240
82024;Titulo financeiro lote B sequencia 24;P;226.00;25/02/2026;;PENDENTE;DINHEIRO;31643117610
82025;Titulo financeiro lote B sequencia 25;R;227.00;26/02/2026;25/02/2026;PAGO;PIX;03847917358
82026;Titulo financeiro lote B sequencia 26;P;228.00;27/02/2026;;PENDENTE;BOLETO;03863857186
82027;Titulo financeiro lote B sequencia 27;R;229.00;28/02/2026;;PENDENTE;CARTAO_CREDITO;30293166706
82028;Titulo financeiro lote B sequencia 28;P;230.00;01/03/2026;;CANCELADO;TRANSFERENCIA;65192370353
82029;Titulo financeiro lote B sequencia 29;R;231.00;02/03/2026;;PENDENTE;DINHEIRO;53557358941
82030;Titulo financeiro lote B sequencia 30;P;232.00;03/03/2026;02/03/2026;PAGO;PIX;38987777073
82031;Titulo financeiro lote B sequencia 31;R;233.00;04/03/2026;;PENDENTE;BOLETO;30532180895
82032;Titulo financeiro lote B sequencia 32;P;234.00;05/03/2026;;PENDENTE;CARTAO_CREDITO;14724080809
82033;Titulo financeiro lote B sequencia 33;R;235.00;06/03/2026;;PENDENTE;TRANSFERENCIA;46083420377
82034;Titulo financeiro lote B sequencia 34;P;236.00;07/03/2026;;PENDENTE;DINHEIRO;54516765934
82035;Titulo financeiro lote B sequencia 35;R;237.00;08/03/2026;07/03/2026;PAGO;PIX;46268076664
82036;Titulo financeiro lote B sequencia 36;P;238.00;09/03/2026;;PENDENTE;BOLETO;54319298365
82037;Titulo financeiro lote B sequencia 37;R;239.00;10/03/2026;;PENDENTE;CARTAO_CREDITO;87012382139
82038;Titulo financeiro lote B sequencia 38;P;240.00;11/03/2026;;PENDENTE;TRANSFERENCIA;80938227980
82039;Titulo financeiro lote B sequencia 39;R;241.00;12/03/2026;;PENDENTE;DINHEIRO;79491905406
82040;Titulo financeiro lote B sequencia 40;P;242.00;13/03/2026;12/03/2026;PAGO;PIX;45744965688
82041;Titulo financeiro lote B sequencia 41;R;243.00;14/03/2026;;PENDENTE;BOLETO;04794156251
82042;Titulo financeiro lote B sequencia 42;P;244.00;15/03/2026;;CANCELADO;CARTAO_CREDITO;28960801399
82043;Titulo financeiro lote B sequencia 43;R;245.00;16/03/2026;;PENDENTE;TRANSFERENCIA;22300396289
82044;Titulo financeiro lote B sequencia 44;P;246.00;17/03/2026;;PENDENTE;DINHEIRO;25511913359
82045;Titulo financeiro lote B sequencia 45;R;247.00;18/03/2026;17/03/2026;PAGO;PIX;63253307816
82046;Titulo financeiro lote B sequencia 46;P;248.00;19/03/2026;;PENDENTE;BOLETO;94615058683
82047;Titulo financeiro lote B sequencia 47;R;249.00;20/03/2026;;PENDENTE;CARTAO_CREDITO;61812759592
82048;Titulo financeiro lote B sequencia 48;P;250.00;21/03/2026;;PENDENTE;TRANSFERENCIA;47606739382
82049;Titulo financeiro lote B sequencia 49;R;251.00;22/03/2026;;CANCELADO;DINHEIRO;14907623291
82050;Titulo financeiro lote B sequencia 50;P;252.00;23/03/2026;22/03/2026;PAGO;PIX;27501799717
82051;Titulo financeiro lote B sequencia 51;R;253.00;24/03/2026;;PENDENTE;BOLETO;13762983682
82052;Titulo financeiro lote B sequencia 52;P;254.00;25/03/2026;;PENDENTE;CARTAO_CREDITO;35258949702
82053;Titulo financeiro lote B sequencia 53;R;255.00;26/03/2026;;PENDENTE;TRANSFERENCIA;94396443030
82054;Titulo financeiro lote B sequencia 54;P;256.00;27/03/2026;;PENDENTE;DINHEIRO;73513644434
82055;Titulo financeiro lote B sequencia 55;R;257.00;28/03/2026;27/03/2026;PAGO;PIX;74710703744
82056;Titulo financeiro lote B sequencia 56;P;258.00;29/03/2026;;CANCELADO;BOLETO;41297956605
82057;Titulo financeiro lote B sequencia 57;R;259.00;30/03/2026;;PENDENTE;CARTAO_CREDITO;69884901325
82058;Titulo financeiro lote B sequencia 58;P;260.00;31/03/2026;;PENDENTE;TRANSFERENCIA;52314316649
82059;Titulo financeiro lote B sequencia 59;R;261.00;01/04/2026;;PENDENTE;DINHEIRO;92123159336
82060;Titulo financeiro lote B sequencia 60;P;262.00;02/04/2026;01/04/2026;PAGO;PIX;07175935099
82061;Titulo financeiro lote B sequencia 61;R;263.00;03/04/2026;;PENDENTE;BOLETO;18183210686
82062;Titulo financeiro lote B sequencia 62;P;264.00;04/04/2026;;PENDENTE;CARTAO_CREDITO;91015201130
82063;Titulo financeiro lote B sequencia 63;R;265.00;05/04/2026;;CANCELADO;TRANSFERENCIA;33139463804
82064;Titulo financeiro lote B sequencia 64;P;266.00;06/04/2026;;PENDENTE;DINHEIRO;54030905099
82065;Titulo financeiro lote B sequencia 65;R;267.00;07/04/2026;06/04/2026;PAGO;PIX;75192721091
82066;Titulo financeiro lote B sequencia 66;P;268.00;08/04/2026;;PENDENTE;BOLETO;81673994199
82067;Titulo financeiro lote B sequencia 67;R;269.00;09/04/2026;;PENDENTE;CARTAO_CREDITO;63631764502
82068;Titulo financeiro lote B sequencia 68;P;270.00;10/04/2026;;PENDENTE;TRANSFERENCIA;21798008785
82069;Titulo financeiro lote B sequencia 69;R;271.00;11/04/2026;;PENDENTE;DINHEIRO;41709246812
82070;Titulo financeiro lote B sequencia 70;P;272.00;12/04/2026;11/04/2026;PAGO;PIX;73404483308
82071;Titulo financeiro lote B sequencia 71;R;273.00;13/04/2026;;PENDENTE;BOLETO;25805612933
82072;Titulo financeiro lote B sequencia 72;P;274.00;14/04/2026;;PENDENTE;CARTAO_CREDITO;27339420428
82073;Titulo financeiro lote B sequencia 73;R;275.00;15/04/2026;;PENDENTE;TRANSFERENCIA;82438332697
82074;Titulo financeiro lote B sequencia 74;P;276.00;16/04/2026;;PENDENTE;DINHEIRO;64525763051
82075;Titulo financeiro lote B sequencia 75;R;277.00;17/04/2026;16/04/2026;PAGO;PIX;51046889508
82076;Titulo financeiro lote B sequencia 76;P;278.00;18/04/2026;;PENDENTE;BOLETO;21958015490
82077;Titulo financeiro lote B sequencia 77;R;279.00;19/04/2026;;CANCELADO;CARTAO_CREDITO;60612459390
82078;Titulo financeiro lote B sequencia 78;P;280.00;20/04/2026;;PENDENTE;TRANSFERENCIA;72533831921
82079;Titulo financeiro lote B sequencia 79;R;281.00;21/04/2026;;PENDENTE;DINHEIRO;97061565187
82080;Titulo financeiro lote B sequencia 80;P;282.00;22/04/2026;21/04/2026;PAGO;PIX;67862443438
82081;Titulo financeiro lote B sequencia 81;R;283.00;23/04/2026;;PENDENTE;BOLETO;90533644127
82082;Titulo financeiro lote B sequencia 82;P;284.00;24/04/2026;;PENDENTE;CARTAO_CREDITO;87445815309
82083;Titulo financeiro lote B sequencia 83;R;285.00;25/04/2026;;PENDENTE;TRANSFERENCIA;74515251040
82084;Titulo financeiro lote B sequencia 84;P;286.00;26/04/2026;;CANCELADO;DINHEIRO;03723897592
82085;Titulo financeiro lote B sequencia 85;R;287.00;27/04/2026;26/04/2026;PAGO;PIX;97601145182
82086;Titulo financeiro lote B sequencia 86;P;288.00;28/04/2026;;PENDENTE;BOLETO;54644832332
82087;Titulo financeiro lote B sequencia 87;R;289.00;29/04/2026;;PENDENTE;CARTAO_CREDITO;47802236444
82088;Titulo financeiro lote B sequencia 88;P;290.00;30/04/2026;;PENDENTE;TRANSFERENCIA;76724638100
82089;Titulo financeiro lote B sequencia 89;R;291.00;01/05/2026;;PENDENTE;DINHEIRO;66617379993
82090;Titulo financeiro lote B sequencia 90;P;292.00;02/05/2026;01/05/2026;PAGO;PIX;63061440135
82091;Titulo financeiro lote B sequencia 91;R;293.00;03/05/2026;;CANCELADO;BOLETO;17064562804
82092;Titulo financeiro lote B sequencia 92;P;294.00;04/05/2026;;PENDENTE;CARTAO_CREDITO;25826814152
82093;Titulo financeiro lote B sequencia 93;R;295.00;05/05/2026;;PENDENTE;TRANSFERENCIA;95200712963
82094;Titulo financeiro lote B sequencia 94;P;296.00;06/05/2026;;PENDENTE;DINHEIRO;71650478402
82095;Titulo financeiro lote B sequencia 95;R;297.00;07/05/2026;06/05/2026;PAGO;PIX;70896320162
82096;Titulo financeiro lote B sequencia 96;P;298.00;08/05/2026;;PENDENTE;BOLETO;89014628501
82097;Titulo financeiro lote B sequencia 97;R;299.00;09/05/2026;;PENDENTE;CARTAO_CREDITO;95255191477
82098;Titulo financeiro lote B sequencia 98;P;300.00;10/05/2026;;CANCELADO;TRANSFERENCIA;55646270677
82099;Titulo financeiro lote B sequencia 99;R;301.00;11/05/2026;;PENDENTE;DINHEIRO;94935614536
82100;Titulo financeiro lote B sequencia 100;P;302.00;12/05/2026;11/05/2026;PAGO;PIX;71706063563
82101;Titulo financeiro lote B sequencia 101;R;303.00;13/05/2026;;PENDENTE;BOLETO;20468892907
82102;Titulo financeiro lote B sequencia 102;P;304.00;14/05/2026;;PENDENTE;CARTAO_CREDITO;11199576999
82103;Titulo financeiro lote B sequencia 103;R;305.00;15/05/2026;;PENDENTE;TRANSFERENCIA;07786049185
82104;Titulo financeiro lote B sequencia 104;P;306.00;16/05/2026;;PENDENTE;DINHEIRO;00382648030
82105;Titulo financeiro lote B sequencia 105;R;307.00;17/05/2026;16/05/2026;PAGO;PIX;62762180813
82106;Titulo financeiro lote B sequencia 106;P;308.00;18/05/2026;;PENDENTE;BOLETO;55285881544
82107;Titulo financeiro lote B sequencia 107;R;309.00;19/05/2026;;PENDENTE;CARTAO_CREDITO;98302848913
82108;Titulo financeiro lote B sequencia 108;P;310.00;20/05/2026;;PENDENTE;TRANSFERENCIA;36465416956
82109;Titulo financeiro lote B sequencia 109;R;311.00;21/05/2026;;PENDENTE;DINHEIRO;11388686040
82110;Titulo financeiro lote B sequencia 110;P;312.00;22/05/2026;21/05/2026;PAGO;PIX;52456222709
82111;Titulo financeiro lote B sequencia 111;R;313.00;23/05/2026;;PENDENTE;BOLETO;28974781875
82112;Titulo financeiro lote B sequencia 112;P;314.00;24/05/2026;;CANCELADO;CARTAO_CREDITO;96322598406
82113;Titulo financeiro lote B sequencia 113;R;315.00;25/05/2026;;PENDENTE;TRANSFERENCIA;95223882202
82114;Titulo financeiro lote B sequencia 114;P;316.00;26/05/2026;;PENDENTE;DINHEIRO;46870513244
82115;Titulo financeiro lote B sequencia 115;R;317.00;27/05/2026;26/05/2026;PAGO;PIX;85939813216
82116;Titulo financeiro lote B sequencia 116;P;318.00;28/05/2026;;PENDENTE;BOLETO;57319683814
82117;Titulo financeiro lote B sequencia 117;R;319.00;29/05/2026;;PENDENTE;CARTAO_CREDITO;45348276529
82118;Titulo financeiro lote B sequencia 118;P;320.00;30/05/2026;;PENDENTE;TRANSFERENCIA;06246501974
82119;Titulo financeiro lote B sequencia 119;R;321.00;31/05/2026;;CANCELADO;DINHEIRO;78667499498
82120;Titulo financeiro lote B sequencia 120;P;322.00;01/06/2026;31/05/2026;PAGO;PIX;98441469849
82121;Titulo financeiro lote B sequencia 121;R;323.00;02/06/2026;;PENDENTE;BOLETO;12369959452
82122;Titulo financeiro lote B sequencia 122;P;324.00;03/06/2026;;PENDENTE;CARTAO_CREDITO;30495580325
82123;Titulo financeiro lote B sequencia 123;R;325.00;04/06/2026;;PENDENTE;TRANSFERENCIA;91238338070
82124;Titulo financeiro lote B sequencia 124;P;326.00;05/06/2026;;PENDENTE;DINHEIRO;51955150850
82125;Titulo financeiro lote B sequencia 125;R;327.00;06/06/2026;05/06/2026;PAGO;PIX;31123451931
82126;Titulo financeiro lote B sequencia 126;P;328.00;07/06/2026;;CANCELADO;BOLETO;87004914704
82127;Titulo financeiro lote B sequencia 127;R;329.00;08/06/2026;;PENDENTE;CARTAO_CREDITO;30385059434
82128;Titulo financeiro lote B sequencia 128;P;330.00;09/06/2026;;PENDENTE;TRANSFERENCIA;56971228960
82129;Titulo financeiro lote B sequencia 129;R;331.00;10/06/2026;;PENDENTE;DINHEIRO;76642593391
82130;Titulo financeiro lote B sequencia 130;P;332.00;11/06/2026;10/06/2026;PAGO;PIX;67727416843
82131;Titulo financeiro lote B sequencia 131;R;333.00;12/06/2026;;PENDENTE;BOLETO;36989264233
82132;Titulo financeiro lote B sequencia 132;P;334.00;13/06/2026;;PENDENTE;CARTAO_CREDITO;98338768030
82133;Titulo financeiro lote B sequencia 133;R;335.00;14/06/2026;;CANCELADO;TRANSFERENCIA;26988700013
82134;Titulo financeiro lote B sequencia 134;P;336.00;15/06/2026;;PENDENTE;DINHEIRO;68082902884
82135;Titulo financeiro lote B sequencia 135;R;337.00;16/06/2026;15/06/2026;PAGO;PIX;24416677936
82136;Titulo financeiro lote B sequencia 136;P;338.00;17/06/2026;;PENDENTE;BOLETO;07314486263
82137;Titulo financeiro lote B sequencia 137;R;339.00;18/06/2026;;PENDENTE;CARTAO_CREDITO;84264164206
82138;Titulo financeiro lote B sequencia 138;P;340.00;19/06/2026;;PENDENTE;TRANSFERENCIA;75579950403
82139;Titulo financeiro lote B sequencia 139;R;341.00;20/06/2026;;PENDENTE;DINHEIRO;52496320760
82140;Titulo financeiro lote B sequencia 140;P;342.00;21/06/2026;20/06/2026;PAGO;PIX;18991278523
82141;Titulo financeiro lote B sequencia 141;R;343.00;22/06/2026;;PENDENTE;BOLETO;07120072455
82142;Titulo financeiro lote B sequencia 142;P;344.00;23/06/2026;;PENDENTE;CARTAO_CREDITO;60001060171
82143;Titulo financeiro lote B sequencia 143;R;345.00;24/06/2026;;PENDENTE;TRANSFERENCIA;33422866604
82144;Titulo financeiro lote B sequencia 144;P;346.00;25/06/2026;;PENDENTE;DINHEIRO;14076562445
82145;Titulo financeiro lote B sequencia 145;R;347.00;26/06/2026;25/06/2026;PAGO;PIX;35113138649
82146;Titulo financeiro lote B sequencia 146;P;348.00;27/06/2026;;PENDENTE;BOLETO;07202115816
82147;Titulo financeiro lote B sequencia 147;R;349.00;28/06/2026;;CANCELADO;CARTAO_CREDITO;18151559730
82148;Titulo financeiro lote B sequencia 148;P;350.00;29/06/2026;;PENDENTE;TRANSFERENCIA;18515893096
82149;Titulo financeiro lote B sequencia 149;R;351.00;30/06/2026;;PENDENTE;DINHEIRO;95140039184
82150;Titulo financeiro lote B sequencia 150;P;352.00;01/07/2026;30/06/2026;PAGO;PIX;22450122400
82151;Titulo financeiro lote B sequencia 151;R;353.00;02/07/2026;;PENDENTE;BOLETO;83705790943
82152;Titulo financeiro lote B sequencia 152;P;354.00;03/07/2026;;PENDENTE;CARTAO_CREDITO;31353139646
82153;Titulo financeiro lote B sequencia 153;R;355.00;04/07/2026;;PENDENTE;TRANSFERENCIA;84550168331
82154;Titulo financeiro lote B sequencia 154;P;356.00;05/07/2026;;CANCELADO;DINHEIRO;11235790240
82155;Titulo financeiro lote B sequencia 155;R;357.00;06/07/2026;05/07/2026;PAGO;PIX;08082571454
82156;Titulo financeiro lote B sequencia 156;P;358.00;07/07/2026;;PENDENTE;BOLETO;51523109700
82157;Titulo financeiro lote B sequencia 157;R;359.00;08/07/2026;;PENDENTE;CARTAO_CREDITO;01172157910
82158;Titulo financeiro lote B sequencia 158;P;360.00;09/07/2026;;PENDENTE;TRANSFERENCIA;19330092926
82159;Titulo financeiro lote B sequencia 159;R;361.00;10/07/2026;;PENDENTE;DINHEIRO;31673464181
82160;Titulo financeiro lote B sequencia 160;P;362.00;11/07/2026;10/07/2026;PAGO;PIX;18640058822
82161;Titulo financeiro lote B sequencia 161;R;363.00;12/07/2026;;CANCELADO;BOLETO;44699748031
82162;Titulo financeiro lote B sequencia 162;P;364.00;13/07/2026;;PENDENTE;CARTAO_CREDITO;61727416163
82163;Titulo financeiro lote B sequencia 163;R;365.00;14/07/2026;;PENDENTE;TRANSFERENCIA;29655542386
82164;Titulo financeiro lote B sequencia 164;P;366.00;15/07/2026;;PENDENTE;DINHEIRO;73114447643
82165;Titulo financeiro lote B sequencia 165;R;367.00;16/07/2026;15/07/2026;PAGO;PIX;12348032244
82166;Titulo financeiro lote B sequencia 166;P;368.00;17/07/2026;;PENDENTE;BOLETO;34895744949
82167;Titulo financeiro lote B sequencia 167;R;369.00;18/07/2026;;PENDENTE;CARTAO_CREDITO;05362611216
82168;Titulo financeiro lote B sequencia 168;P;370.00;19/07/2026;;CANCELADO;TRANSFERENCIA;51665158115
82169;Titulo financeiro lote B sequencia 169;R;371.00;20/07/2026;;PENDENTE;DINHEIRO;58330855198
82170;Titulo financeiro lote B sequencia 170;P;372.00;21/07/2026;20/07/2026;PAGO;PIX;43335056663
82171;Titulo financeiro lote B sequencia 171;R;373.00;22/07/2026;;PENDENTE;BOLETO;46800630683
82172;Titulo financeiro lote B sequencia 172;P;374.00;23/07/2026;;PENDENTE;CARTAO_CREDITO;73593686180
82173;Titulo financeiro lote B sequencia 173;R;375.00;24/07/2026;;PENDENTE;TRANSFERENCIA;78765551010
82174;Titulo financeiro lote B sequencia 174;P;376.00;25/07/2026;;PENDENTE;DINHEIRO;52685765263
82175;Titulo financeiro lote B sequencia 175;R;377.00;26/07/2026;25/07/2026;PAGO;PIX;59347824364
82176;Titulo financeiro lote B sequencia 176;P;378.00;27/07/2026;;PENDENTE;BOLETO;56156999574
82177;Titulo financeiro lote B sequencia 177;R;379.00;28/07/2026;;PENDENTE;CARTAO_CREDITO;50808795210
82178;Titulo financeiro lote B sequencia 178;P;380.00;29/07/2026;;PENDENTE;TRANSFERENCIA;92996309413
82179;Titulo financeiro lote B sequencia 179;R;381.00;30/07/2026;;PENDENTE;DINHEIRO;24234908100
