id_lancamento;descricao;tipo_operacao;valor;data_vencimento;data_pagamento;status;forma_pagamento;documento_titular
83016;Titulo financeiro lote C sequencia 16;P;219.00;17/02/2026;;PENDENTE;BOLETO;56083011612
83017;Titulo financeiro lote C sequencia 17;R;220.00;18/02/2026;;PENDENTE;CARTAO_CREDITO;91372350446
83018;Titulo financeiro lote C sequencia 18;P;221.00;19/02/2026;;PENDENTE;TRANSFERENCIA;58434671123
83019;Titulo financeiro lote C sequencia 19;R;222.00;20/02/2026;;PENDENTE;DINHEIRO;79487429565
83020;Titulo financeiro lote C sequencia 20;P;223.00;21/02/2026;20/02/2026;PAGO;PIX;28923489867
83021;Titulo financeiro lote C sequencia 21;R;224.00;22/02/2026;;CANCELADO;BOLETO;90234517085
83022;Titulo financeiro lote C sequencia 22;P;225.00;23/02/2026;;PENDENTE;CARTAO_CREDITO;07944030420
83023;Titulo financeiro lote C sequencia 23;R;226.00;24/02/2026;;PENDENTE;TRANSFERENCIA;25274795889
83024;Titulo financeiro lote C sequencia 24;P;227.00;25/02/2026;;PENDENTE;DINHEIRO;61545014124
83025;Titulo financeiro lote C sequencia 25;R;228.00;26/02/2026;25/02/2026;PAGO;PIX;70016531604
83026;Titulo financeiro lote C sequencia 26;P;229.00;27/02/2026;;PENDENTE;BOLETO;73096078564
83027;Titulo financeiro lote C sequencia 27;R;230.00;28/02/2026;;PENDENTE;CARTAO_CREDITO;63955017397
83028;Titulo financeiro lote C sequencia 28;P;231.00;01/03/2026;;CANCELADO;TRANSFERENCIA;57057620381
83029;Titulo financeiro lote C sequencia 29;R;232.00;02/03/2026;;PENDENTE;DINHEIRO;90387156178
83030;Titulo financeiro lote C sequencia 30;P;233.00;03/03/2026;02/03/2026;PAGO;PIX;50182874621
83031;Titulo financeiro lote C sequencia 31;R;234.00;04/03/2026;;PENDENTE;BOLETO;95865299166
83032;Titulo financeiro lote C sequencia 32;P;235.00;05/03/2026;;PENDENTE;CARTAO_CREDITO;35503348184
83033;Titulo financeiro lote C sequencia 33;R;236.00;06/03/2026;;PENDENTE;TRANSFERENCIA;41752687310
83034;Titulo financeiro lote C sequencia 34;P;237.00;07/03/2026;;PENDENTE;DINHEIRO;65932815906
83035;Titulo financeiro lote C sequencia 35;R;238.00;08/03/2026;07/03/2026;PAGO;PIX;49409168988
83036;Titulo financeiro lote C sequencia 36;P;239.00;09/03/2026;;PENDENTE;BOLETO;09170208204
83037;Titulo financeiro lote C sequencia 37;R;240.00;10/03/2026;;PENDENTE;CARTAO_CREDITO;41882187628
83038;Titulo financeiro lote C sequencia 38;P;241.00;11/03/2026;;PENDENTE;TRANSFERENCIA;35213892000
83039;Titulo financeiro lote C sequencia 39;R;242.00;12/03/2026;;PENDENTE;DINHEIRO;45536801651
83040;Titulo financeiro lote C sequencia 40;P;243.00;13/03/2026;12/03/2026;PAGO;PIX;21617055980
83041;Titulo financeiro lote C sequencia 41;R;244.00;14/03/2026;;PENDENTE;BOLETO;88820303000
83042;Titulo financeiro lote C sequencia 42;P;245.00;15/03/2026;;CANCELADO;CARTAO_CREDITO;06709049531
83043;Titulo financeiro lote C sequencia 43;R;246.00;16/03/2026;;PENDENTE;TRANSFERENCIA;82361226111
83044;Titulo financeiro lote C sequencia 44;P;247.00;17/03/2026;;PENDENTE;DINHEIRO;51103532472
83045;Titulo financeiro lote C sequencia 45;R;248.00;18/03/2026;17/03/2026;PAGO;PIX;60467868603
83046;Titulo financeiro lote C sequencia 46;P;249.00;19/03/2026;;PENDENTE;BOLETO;16993339803
83047;Titulo financeiro lote C sequencia 47;R;250.00;20/03/2026;;PENDENTE;CARTAO_CREDITO;03355409537
83048;Titulo financeiro lote C sequencia 48;P;251.00;21/03/2026;;PENDENTE;TRANSFERENCIA;81875244565
83049;Titulo financeiro lote C sequencia 49;R;252.00;22/03/2026;;CANCELADO;DINHEIRO;57337004249
83050;Titulo financeiro lote C sequencia 50;P;253.00;23/03/2026;22/03/2026;PAGO;PIX;97492325509
83051;Titulo financeiro lote C sequencia 51;R;254.00;24/03/2026;;PENDENTE;BOLETO;92601018240
83052;Titulo financeiro lote C sequencia 52;P;255.00;25/03/2026;;PENDENTE;CARTAO_CREDITO;70460102001
83053;Titulo financeiro lote C sequencia 53;R;256.00;26/03/2026;;PENDENTE;TRANSFERENCIA;56095999200
83054;Titulo financeiro lote C sequencia 54;P;257.00;27/03/2026;;PENDENTE;DINHEIRO;58178866269
83055;Titulo financeiro lote C sequencia 55;R;258.00;28/03/2026;27/03/2026;PAGO;PIX;15546185414
83056;Titulo financeiro lote C sequencia 56;P;259.00;29/03/2026;;CANCELADO;BOLETO;94319134028
83057;Titulo financeiro lote C sequencia 57;R;260.00;30/03/2026;;PENDENTE;CARTAO_CREDITO;55884736479
83058;Titulo financeiro lote C sequencia 58;P;261.00;31/03/2026;;PENDENTE;TRANSFERENCIA;10873374886
83059;Titulo financeiro lote C sequencia 59;R;262.00;01/04/2026;;PENDENTE;DINHEIRO;70270917390
83060;Titulo financeiro lote C sequencia 60;P;263.00;02/04/2026;01/04/2026;PAGO;PIX;66605683102
83061;Titulo financeiro lote C sequencia 61;R;264.00;03/04/2026;;PENDENTE;BOLETO;51845514416
83062;Titulo financeiro lote C sequencia 62;P;265.00;04/04/2026;;PENDENTE;CARTAO_CREDITO;33544471922
83063;Titulo financeiro lote C sequencia 63;R;266.00;05/04/2026;;CANCELADO;TRANSFERENCIA;07690060358
83064;Titulo financeiro lote C sequencia 64;P;267.00;06/04/2026;;PENDENTE;DINHEIRO;83836968258
83065;Titulo financeiro lote C sequencia 65;R;268.00;07/04/2026;06/04/2026;PAGO;PIX;68634716201
83066;Titulo financeiro lote C sequencia 66;P;269.00;08/04/2026;;PENDENTE;BOLETO;67134939200
83067;Titulo financeiro lote C sequencia 67;R;270.00;09/04/2026;;PENDENTE;CARTAO_CREDITO;96347861380
83068;Titulo financeiro lote C sequencia 68;P;271.00;10/04/2026;;PENDENTE;TRANSFERENCIA;82647400652
83069;Titulo financeiro lote C sequencia 69;R;272.00;11/04/2026;;PENDENTE;DINHEIRO;95812872996
83070;Titulo financeiro lote C sequencia 70;P;273.00;12/04/2026;11/04/2026;PAGO;PIX;46824975451
83071;Titulo financeiro lote C sequencia 71;R;274.00;13/04/2026;;PENDENTE;BOLETO;38093387889
83072;Titulo financeiro lote C sequencia 72;P;275.00;14/04/2026;;PENDENTE;CARTAO_CREDITO;75037263506
83073;Titulo financeiro lote C sequencia 73;R;276.00;15/04/2026;;PENDENTE;TRANSFERENCIA;28538182501
83074;Titulo financeiro lote C sequencia 74;P;277.00;16/04/2026;;PENDENTE;DINHEIRO;88962039290
83075;Titulo financeiro lote C sequencia 75;R;278.00;17/04/2026;16/04/2026;PAGO;PIX;02114227200
83076;Titulo financeiro lote C sequencia 76;P;279.00;18/04/2026;;PENDENTE;BOLETO;18907438013
83077;Titulo financeiro lote C sequencia 77;R;280.00;19/04/2026;;CANCELADO;CARTAO_CREDITO;62063517002
83078;Titulo financeiro lote C sequencia 78;P;281.00;20/04/2026;;PENDENTE;TRANSFERENCIA;00815545754
83079;Titulo financeiro lote C sequencia 79;R;282.00;21/04/2026;;PENDENTE;DINHEIRO;68154775336
83080;Titulo financeiro lote C sequencia 80;P;283.00;22/04/2026;21/04/2026;PAGO;PIX;83106224738
83081;Titulo financeiro lote C sequencia 81;R;284.00;23/04/2026;;PENDENTE;BOLETO;18884644100
83082;Titulo financeiro lote C sequencia 82;P;285.00;24/04/2026;;PENDENTE;CARTAO_CREDITO;73103692382
83083;Titulo financeiro lote C sequencia 83;R;286.00;25/04/2026;;PENDENTE;TRANSFERENCIA;02372735276
83084;Titulo financeiro lote C sequencia 84;P;287.00;26/04/2026;;CANCELADO;DINHEIRO;49883251300
83085;Titulo financeiro lote C sequencia 85;R;288.00;27/04/2026;26/04/2026;PAGO;PIX;38961228277
83086;Titulo financeiro lote C sequencia 86;P;289.00;28/04/2026;;PENDENTE;BOLETO;79863929670
83087;Titulo financeiro lote C sequencia 87;R;290.00;29/04/2026;;PENDENTE;CARTAO_CREDITO;47716940520
83088;Titulo financeiro lote C sequencia 88;P;291.00;30/04/2026;;PENDENTE;TRANSFERENCIA;64039855400
83089;Titulo financeiro lote C sequencia 89;R;292.00;01/05/2026;;PENDENTE;DINHEIRO;47896259664
83090;Titulo financeiro lote C sequencia 90;P;293.00;02/05/2026;01/05/2026;PAGO;PIX;74823130790
83091;Titulo financeiro lote C sequencia 91;R;294.00;03/05/2026;;CANCELADO;BOLETO;41045284807
83092;Titulo financeiro lote C sequencia 92;P;295.00;04/05/2026;;PENDENTE;CARTAO_CREDITO;60288385004
83093;Titulo financeiro lote C sequencia 93;R;296.00;05/05/2026;;PENDENTE;TRANSFERENCIA;87004446425
83094;Titulo financeiro lote C sequencia 94;P;297.00;06/05/2026;;PENDENTE;DINHEIRO;10232677301
83095;Titulo financeiro lote C sequencia 95;R;298.00;07/05/2026;06/05/2026;PAGO;PIX;58920999031
83096;Titulo financeiro lote C sequencia 96;P;299.00;08/05/2026;;PENDENTE;BOLETO;54226075897
83097;Titulo financeiro lote C sequencia 97;R;300.00;09/05/2026;;PENDENTE;CARTAO_CREDITO;49277093617
83098;Titulo financeiro lote C sequencia 98;P;301.00;10/05/2026;;CANCELADO;TRANSFERENCIA;70122504372
83099;Titulo financeiro lote C sequencia 99;R;302.00;11/05/2026;;PENDENTE;DINHEIRO;33416337662
83100;Titulo financeiro lote C sequencia 100;P;303.00;12/05/2026;11/05/2026;PAGO;PIX;00104907959
83101;Titulo financeiro lote C sequencia 101;R;304.00;13/05/2026;;PENDENTE;BOLETO;24010385073
83102;Titulo financeiro lote C sequencia 102;P;305.00;14/05/2026;;PENDENTE;CARTAO_CREDITO;05034360624
83103;Titulo financeiro lote C sequencia 103;R;306.00;15/05/2026;;PENDENTE;TRANSFERENCIA;98110874746
83104;Titulo financeiro lote C sequencia 104;P;307.00;16/05/2026;;PENDENTE;DINHEIRO;66939752595
83105;Titulo financeiro lote C sequencia 105;R;308.00;17/05/2026;16/05/2026;PAGO;PIX;05824613400
83106;Titulo financeiro lote C sequencia 106;P;309.00;18/05/2026;;PENDENTE;BOLETO;46642502663
83107;Titulo financeiro lote C sequencia 107;R;310.00;19/05/2026;;PENDENTE;CARTAO_CREDITO;30369319532
83108;Titulo financeiro lote C sequencia 108;P;311.00;20/05/2026;;PENDENTE;TRANSFERENCIA;33909573916
83109;Titulo financeiro lote C sequencia 109;R;312.00;21/05/2026;;PENDENTE;DINHEIRO;75466762156
83110;Titulo financeiro lote C sequencia 110;P;313.00;22/05/2026;21/05/2026;PAGO;PIX;05654303430
83111;Titulo financeiro lote C sequencia 111;R;314.00;23/05/2026;;PENDENTE;BOLETO;41489740945
83112;Titulo financeiro lote C sequencia 112;P;315.00;24/05/2026;;CANCELADO;CARTAO_CREDITO;88449389798
83113;Titulo financeiro lote C sequencia 113;R;316.00;25/05/2026;;PENDENTE;TRANSFERENCIA;29048968992
83114;Titulo financeiro lote C sequencia 114;P;317.00;26/05/2026;;PENDENTE;DINHEIRO;22768050997
83115;Titulo financeiro lote C sequencia 115;R;318.00;27/05/2026;26/05/2026;PAGO;PIX;53753645494
83116;Titulo financeiro lote C sequencia 116;P;319.00;28/05/2026;;PENDENTE;BOLETO;10168304325
83117;Titulo financeiro lote C sequencia 117;R;320.00;29/05/2026;;PENDENTE;CARTAO_CREDITO;19989541884
83118;Titulo financeiro lote C sequencia 118;P;321.00;30/05/2026;;PENDENTE;TRANSFERENCIA;42384036149
83119;Titulo financeiro lote C sequencia 119;R;322.00;31/05/2026;;CANCELADO;DINHEIRO;15879148408
83120;Titulo financeiro lote C sequencia 120;P;323.00;01/06/2026;31/05/2026;PAGO;PIX;14852879109
83121;Titulo financeiro lote C sequencia 121;R;324.00;02/06/2026;;PENDENTE;BOLETO;96219860870
83122;Titulo financeiro lote C sequencia 122;P;325.00;03/06/2026;;PENDENTE;CARTAO_CREDITO;63350072070
83123;Titulo financeiro lote C sequencia 123;R;326.00;04/06/2026;;PENDENTE;TRANSFERENCIA;58851507023
83124;Titulo financeiro lote C sequencia 124;P;327.00;05/06/2026;;PENDENTE;DINHEIRO;84847168720
83125;Titulo financeiro lote C sequencia 125;R;328.00;06/06/2026;05/06/2026;PAGO;PIX;82213713863
83126;Titulo financeiro lote C sequencia 126;P;329.00;07/06/2026;;CANCELADO;BOLETO;41371209782
83127;Titulo financeiro lote C sequencia 127;R;330.00;08/06/2026;;PENDENTE;CARTAO_CREDITO;06382270890
83128;Titulo financeiro lote C sequencia 128;P;331.00;09/06/2026;;PENDENTE;TRANSFERENCIA;43868932291
83129;Titulo financeiro lote C sequencia 129;R;332.00;10/06/2026;;PENDENTE;DINHEIRO;07134531767
83130;Titulo financeiro lote C sequencia 130;P;333.00;11/06/2026;10/06/2026;PAGO;PIX;40205322654
83131;Titulo financeiro lote C sequencia 131;R;334.00;12/06/2026;;PENDENTE;BOLETO;03317932708
83132;Titulo financeiro lote C sequencia 132;P;335.00;13/06/2026;;PENDENTE;CARTAO_CREDITO;74546291302
83133;Titulo financeiro lote C sequencia 133;R;336.00;14/06/2026;;CANCELADO;TRANSFERENCIA;91020931035
83134;Titulo financeiro lote C sequencia 134;P;337.00;15/06/2026;;PENDENTE;DINHEIRO;54668379549
83135;Titulo financeiro lote C sequencia 135;R;338.00;16/06/2026;15/06/2026;PAGO;PIX;71831512637
83136;Titulo financeiro lote C sequencia 136;P;339.00;17/06/2026;;PENDENTE;BOLETO;65700832798
83137;Titulo financeiro lote C sequencia 137;R;340.00;18/06/2026;;PENDENTE;CARTAO_CREDITO;59537913643
83138;Titulo financeiro lote C sequencia 138;P;341.00;19/06/2026;;PENDENTE;TRANSFERENCIA;72511706636
83139;Titulo financeiro lote C sequencia 139;R;342.00;20/06/2026;;PENDENTE;DINHEIRO;02819421539
83140;Titulo financeiro lote C sequencia 140;P;343.00;21/06/2026;20/06/2026;PAGO;PIX;65988212077
83141;Titulo financeiro lote C sequencia 141;R;344.00;22/06/2026;;PENDENTE;BOLETO;54948132900
83142;Titulo financeiro lote C sequencia 142;P;345.00;23/06/2026;;PENDENTE;CARTAO_CREDITO;91513503944
83143;Titulo financeiro lote C sequencia 143;R;346.00;24/06/2026;;PENDENTE;TRANSFERENCIA;01964444381
83144;Titulo financeiro lote C sequencia 144;P;347.00;25/06/2026;;PENDENTE;DINHEIRO;57132146998
83145;Titulo financeiro lote C sequencia 145;R;348.00;26/06/2026;25/06/2026;PAGO;PIX;38056250140
83146;Titulo financeiro lote C sequencia 146;P;349.00;27/06/2026;;PENDENTE;BOLETO;94573405828
83147;Titulo financeiro lote C sequencia 147;R;350.00;28/06/2026;;CANCELADO;CARTAO_CREDITO;31787486877
83148;Titulo financeiro lote C sequencia 148;P;351.00;29/06/2026;;PENDENTE;TRANSFERENCIA;15834818188
83149;Titulo financeiro lote C sequencia 149;R;352.00;30/06/2026;;PENDENTE;DINHEIRO;64390826557
83150;Titulo financeiro lote C sequencia 150;P;353.00;01/07/2026;30/06/2026;PAGO;PIX;69144464150
83151;Titulo financeiro lote C sequencia 151;R;354.00;02/07/2026;;PENDENTE;BOLETO;34639228945
83152;Titulo financeiro lote C sequencia 152;P;355.00;03/07/2026;;PENDENTE;CARTAO_CREDITO;61530507359
83153;Titulo financeiro lote C sequencia 153;R;356.00;04/07/2026;;PENDENTE;TRANSFERENCIA;53821147300
83154;Titulo financeiro lote C sequencia 154;P;357.00;05/07/2026;;CANCELADO;DINHEIRO;42359617648
83155;Titulo financeiro lote C sequencia 155;R;358.00;06/07/2026;05/07/2026;PAGO;PIX;29325832984
83156;Titulo financeiro lote C sequencia 156;P;359.00;07/07/2026;;PENDENTE;BOLETO;02451835745
83157;Titulo financeiro lote C sequencia 157;R;360.00;08/07/2026;;PENDENTE;CARTAO_CREDITO;41093793775
83158;Titulo financeiro lote C sequencia 158;P;361.00;09/07/2026;;PENDENTE;TRANSFERENCIA;84413549791
83159;Titulo financeiro lote C sequencia 159;R;362.00;10/07/2026;;PENDENTE;DINHEIRO;30160350654
83160;Titulo financeiro lote C sequencia 160;P;363.00;11/07/2026;10/07/2026;PAGO;PIX;08749107062
83161;Titulo financeiro lote C sequencia 161;R;364.00;12/07/2026;;CANCELADO;BOLETO;20265093368
83162;Titulo financeiro lote C sequencia 162;P;365.00;13/07/2026;;PENDENTE;CARTAO_CREDITO;33889695906
83163;Titulo financeiro lote C sequencia 163;R;366.00;14/07/2026;;PENDENTE;TRANSFERENCIA;44032022925
83164;Titulo financeiro lote C sequencia 164;P;367.00;15/07/2026;;PENDENTE;DINHEIRO;28995280174
83165;Titulo financeiro lote C sequencia 165;R;368.00;16/07/2026;15/07/2026;PAGO;PIX;37067497507
83166;Titulo financeiro lote C sequencia 166;P;369.00;17/07/2026;;PENDENTE;BOLETO;43472947780
83167;Titulo financeiro lote C sequencia 167;R;370.00;18/07/2026;;PENDENTE;CARTAO_CREDITO;88466507353
83168;Titulo financeiro lote C sequencia 168;P;371.00;19/07/2026;;CANCELADO;TRANSFERENCIA;55474027532
83169;Titulo financeiro lote C sequencia 169;R;372.00;20/07/2026;;PENDENTE;DINHEIRO;40332644502
83170;Titulo financeiro lote C sequencia 170;P;373.00;21/07/2026;20/07/2026;PAGO;PIX;47179541494
83171;Titulo financeiro lote C sequencia 171;R;374.00;22/07/2026;;PENDENTE;BOLETO;03152615442
83172;Titulo financeiro lote C sequencia 172;P;375.00;23/07/2026;;PENDENTE;CARTAO_CREDITO;43929254557
83173;Titulo financeiro lote C sequencia 173;R;376.00;24/07/2026;;PENDENTE;TRANSFERENCIA;96025690774
83174;Titulo financeiro lote C sequencia 174;P;377.00;25/07/2026;;PENDENTE;DINHEIRO;26359280531
83175;Titulo financeiro lote C sequencia 175;R;378.00;26/07/2026;25/07/2026;PAGO;PIX;09807079861
83176;Titulo financeiro lote C sequencia 176;P;379.00;27/07/2026;;PENDENTE;BOLETO;69428378305
83177;Titulo financeiro lote C sequencia 177;R;380.00;28/07/2026;;PENDENTE;CARTAO_CREDITO;08988910001
83178;Titulo financeiro lote C sequencia 178;P;381.00;29/07/2026;;PENDENTE;TRANSFERENCIA;49621996848
83179;Titulo financeiro lote C sequencia 179;R;382.00;30/07/2026;;PENDENTE;DINHEIRO;54684607771
