id_lancamento;descricao;tipo_operacao;valor;data_vencimento;data_pagamento;status;forma_pagamento;documento_titular
5062;Venda de Insumos para Distribuição #5062;R;2190.18;27/09/2026;;PENDENTE;BOLETO;02010483456
5110;Honorários de Assessoria Contábil #5110;P;1510.89;16/09/2026;;PENDENTE;TRANSFERENCIA;17400069926
5085;Serviço de Logística e Entrega Expressa #5085;P;14662.11;20/09/2026;;PENDENTE;PIX;42496968558
5087;Faturamento de Pedido E-commerce #5087;R;10371.13;05/10/2026;;PENDENTE;BOLETO;54474900570
5033;Recebimento de Honorários Técnicos #5033;R;7990.28;21/09/2026;11/09/2026;PAGO;BOLETO;43888484090
5042;Serviço de Logística e Entrega Expressa #5042;P;3754.37;29/09/2026;11/09/2026;PAGO;CARTAO_CREDITO;80893687863
5145;Recebimento de Prestação de Serviços #5145;R;8174.09;20/09/2026;;PENDENTE;CARTAO_CREDITO;53064000519
5091;Honorários de Assessoria Contábil #5091;P;9403.78;02/10/2026;;PENDENTE;CARTAO_CREDITO;64530372898
5079;Recebimento de Honorários Técnicos #5079;R;4517.51;21/09/2026;;PENDENTE;BOLETO;69727654398
5119;Faturamento de Pedido E-commerce #5119;R;1785.08;01/10/2026;11/09/2026;PAGO;PIX;69889487160
5068;Honorários de Assessoria Contábil #5068;P;11330.70;08/10/2026;;PENDENTE;CARTAO_CREDITO;86051195513
5134;Pagamento de Licença de Banco de Dados #5134;P;1584.18;01/10/2026;;PENDENTE;TRANSFERENCIA;32295462886
5103;Recebimento de Honorários Técnicos #5103;R;3442.29;16/09/2026;11/09/2026;PAGO;BOLETO;63623231142
5123;Despesas com Telefonia e Link Dedicado #5123;P;4156.76;27/09/2026;11/09/2026;PAGO;TRANSFERENCIA;31467183750
5140;Recebimento de Honorários Técnicos #5140;R;9078.30;29/09/2026;;PENDENTE;PIX;95387409127
5130;Serviço de Logística e Entrega Expressa #5130;P;11040.78;10/10/2026;;PENDENTE;PIX;81181875277
5007;Licenciamento de Software ERP SaaS #5007;R;6563.57;20/09/2026;;PENDENTE;TRANSFERENCIA;75962059255
5099;Serviço de Logística e Entrega Expressa #5099;P;12355.80;28/09/2026;;PENDENTE;PIX;26823818042
5054;Manutenção Preventiva de Servidores #5054;P;3984.94;14/09/2026;;PENDENTE;PIX;15929787034
5056;Manutenção Preventiva de Servidores #5056;P;6725.49;22/09/2026;;PENDENTE;BOLETO;66894004250
5057;Aquisição de Equipamentos de Informática #5057;P;8205.30;27/09/2026;;PENDENTE;CARTAO_CREDITO;14216021301
5037;Pagamento de Licença de Banco de Dados #5037;P;12130.21;11/10/2026;11/09/2026;PAGO;BOLETO;98114972572
5040;Manutenção Preventiva de Servidores #5040;P;14769.15;26/09/2026;11/09/2026;PAGO;CARTAO_CREDITO;92523604760
5142;Manutenção Preventiva de Servidores #5142;P;465.03;27/09/2026;11/09/2026;PAGO;TRANSFERENCIA;15707289682
5151;Pagamento de Infraestrutura em Nuvem #5151;P;4566.42;13/09/2026;11/09/2026;PAGO;BOLETO;59212621961
5031;Recebimento de Prestação de Serviços #5031;R;10920.43;10/10/2026;11/09/2026;PAGO;BOLETO;57195919587
5089;Licenciamento de Software ERP SaaS #5089;R;5283.03;14/09/2026;;PENDENTE;CARTAO_CREDITO;81434670660
5009;Faturamento de Vendas de Produtos #5009;R;12901.64;07/10/2026;;PENDENTE;CARTAO_CREDITO;23834233439
5084;Pagamento de Infraestrutura em Nuvem #5084;P;13992.58;17/09/2026;11/09/2026;PAGO;CARTAO_CREDITO;40953876292
5083;Contrato de Consultoria Empresarial #5083;R;6238.12;26/09/2026;;PENDENTE;TRANSFERENCIA;50317108611
5159;Faturamento de Vendas de Produtos #5159;R;3810.58;03/10/2026;;PENDENTE;PIX;30842611053
5088;Aquisição de Equipamentos de Informática #5088;P;10728.10;17/09/2026;11/09/2026;PAGO;PIX;19813423625
5050;Aquisição de Equipamentos de Informática #5050;P;4783.58;06/10/2026;;PENDENTE;PIX;21302237292
5011;Fornecimento de Energia Elétrica Comercial #5011;P;13160.72;20/09/2026;11/09/2026;PAGO;CARTAO_CREDITO;03070310125
5149;Fornecimento de Energia Elétrica Comercial #5149;P;1618.54;19/09/2026;;PENDENTE;TRANSFERENCIA;66222486053
5005;Recebimento de Honorários Técnicos #5005;R;11049.67;14/09/2026;;PENDENTE;PIX;69776028560
5002;Honorários de Assessoria Contábil #5002;P;1907.19;12/09/2026;11/09/2026;PAGO;CARTAO_CREDITO;30807035297
5036;Manutenção Preventiva de Servidores #5036;P;5475.60;06/10/2026;;PENDENTE;CARTAO_CREDITO;28980551150
5022;Licenciamento de Software ERP SaaS #5022;R;5876.02;01/10/2026;;PENDENTE;CARTAO_CREDITO;34090912113
5025;Venda de Insumos para Distribuição #5025;R;8369.39;03/10/2026;11/09/2026;PAGO;BOLETO;48120730577
5058;Recebimento de Honorários Técnicos #5058;R;6289.64;25/09/2026;;PENDENTE;PIX;18554051050
5024;Faturamento de Pedido E-commerce #5024;R;10855.94;05/10/2026;;PENDENTE;CARTAO_CREDITO;76375564417
5131;Venda de Insumos para Distribuição #5131;R;6055.59;12/09/2026;11/09/2026;PAGO;CARTAO_CREDITO;86473019600
5066;Licenciamento de Software ERP SaaS #5066;R;1042.49;28/09/2026;11/09/2026;PAGO;TRANSFERENCIA;18382334407
5048;Pagamento de Infraestrutura em Nuvem #5048;P;3175.42;01/10/2026;11/09/2026;PAGO;TRANSFERENCIA;08652760489
5013;Recebimento de Prestação de Serviços #5013;R;13985.55;06/10/2026;;PENDENTE;BOLETO;19608402158
5106;Faturamento de Pedido E-commerce #5106;R;10220.57;28/09/2026;;PENDENTE;PIX;35872834780
5038;Faturamento de Vendas de Produtos #5038;R;639.23;02/10/2026;;PENDENTE;TRANSFERENCIA;59330847277
5179;Venda de Insumos para Distribuição #5179;R;12548.13;14/09/2026;;PENDENTE;TRANSFERENCIA;80561369321
5113;Despesas com Telefonia e Link Dedicado #5113;P;5062.05;13/09/2026;;PENDENTE;CARTAO_CREDITO;02493963865
5144;Venda de Insumos para Distribuição #5144;R;13601.22;29/09/2026;11/09/2026;PAGO;BOLETO;25564622723
5135;Assinatura Mensal de Plataforma Web #5135;R;12638.22;05/10/2026;;PENDENTE;TRANSFERENCIA;82695492316
5046;Faturamento de Vendas de Produtos #5046;R;12767.02;01/10/2026;;PENDENTE;TRANSFERENCIA;39407180506
5107;Venda de Insumos para Distribuição #5107;R;3942.49;21/09/2026;;PENDENTE;BOLETO;82210907004
5070;Licenciamento de Software ERP SaaS #5070;R;4728.46;04/10/2026;;PENDENTE;TRANSFERENCIA;65818861570
5004;Faturamento de Pedido E-commerce #5004;R;440.65;06/10/2026;11/09/2026;PAGO;BOLETO;97774347232
5014;Faturamento de Pedido E-commerce #5014;R;12880.77;10/10/2026;11/09/2026;PAGO;PIX;33150911109
5047;Contrato de Consultoria Empresarial #5047;R;12833.10;25/09/2026;11/09/2026;PAGO;TRANSFERENCIA;24446928538
5016;Honorários de Assessoria Contábil #5016;P;7275.31;16/09/2026;;PENDENTE;PIX;81752131592
5148;Despesas com Telefonia e Link Dedicado #5148;P;2283.50;19/09/2026;;PENDENTE;PIX;18686715346
5170;Recebimento de Prestação de Serviços #5170;R;7268.28;07/10/2026;;PENDENTE;TRANSFERENCIA;83933297958
5165;Contrato de Consultoria Empresarial #5165;R;8361.85;07/10/2026;;PENDENTE;CARTAO_CREDITO;20418437998
5095;Pagamento de Licença de Banco de Dados #5095;P;2847.03;11/10/2026;;PENDENTE;PIX;23456367775
5067;Contrato de Consultoria Empresarial #5067;R;14196.81;21/09/2026;;PENDENTE;TRANSFERENCIA;13614651070
5020;Contrato de Consultoria Empresarial #5020;R;8218.07;23/09/2026;;PENDENTE;BOLETO;97519441121
5086;Faturamento de Vendas de Produtos #5086;R;8782.03;29/09/2026;;PENDENTE;TRANSFERENCIA;94429317259
5120;Despesas com Telefonia e Link Dedicado #5120;P;13385.32;15/09/2026;;PENDENTE;TRANSFERENCIA;06740537020
5094;Despesas com Telefonia e Link Dedicado #5094;P;7439.84;29/09/2026;11/09/2026;PAGO;TRANSFERENCIA;40838896758
5118;Licenciamento de Software ERP SaaS #5118;R;4822.84;16/09/2026;11/09/2026;PAGO;PIX;93788259744
5027;Aquisição de Equipamentos de Informática #5027;P;12760.26;03/10/2026;;PENDENTE;BOLETO;31347165428
5074;Licenciamento de Software ERP SaaS #5074;R;12531.66;21/09/2026;;PENDENTE;PIX;45861686092
5104;Pagamento de Licença de Banco de Dados #5104;P;5292.26;09/10/2026;11/09/2026;PAGO;BOLETO;74114406123
5126;Contrato de Consultoria Empresarial #5126;R;9218.17;08/10/2026;;PENDENTE;PIX;19505006837
5072;Despesas com Telefonia e Link Dedicado #5072;P;4563.84;16/09/2026;11/09/2026;PAGO;BOLETO;41816260240
5061;Recebimento de Prestação de Serviços #5061;R;2627.87;11/10/2026;11/09/2026;PAGO;BOLETO;65520240531
5162;Pagamento de Licença de Banco de Dados #5162;P;2573.68;22/09/2026;;PENDENTE;PIX;93961420181
5176;Manutenção Preventiva de Servidores #5176;P;14928.77;20/09/2026;;PENDENTE;BOLETO;19061924219
5154;Contrato de Consultoria Empresarial #5154;R;1835.69;25/09/2026;;PENDENTE;CARTAO_CREDITO;54421367273
5177;Fornecimento de Energia Elétrica Comercial #5177;P;14711.50;28/09/2026;;PENDENTE;TRANSFERENCIA;92488464759
5010;Recebimento de Prestação de Serviços #5010;R;8798.44;12/09/2026;;PENDENTE;PIX;42245313992
5163;Manutenção Preventiva de Servidores #5163;P;1084.19;25/09/2026;;PENDENTE;CARTAO_CREDITO;14112378700
5132;Recebimento de Honorários Técnicos #5132;R;5991.35;20/09/2026;;PENDENTE;BOLETO;90452063825
5030;Venda de Insumos para Distribuição #5030;R;5160.95;03/10/2026;;PENDENTE;BOLETO;09284944031
5115;Despesas com Telefonia e Link Dedicado #5115;P;14617.50;24/09/2026;;PENDENTE;TRANSFERENCIA;76815104516
5178;Manutenção Preventiva de Servidores #5178;P;6938.32;28/09/2026;;PENDENTE;TRANSFERENCIA;90804869227
5109;Serviço de Logística e Entrega Expressa #5109;P;6608.96;07/10/2026;11/09/2026;PAGO;BOLETO;69626026340
5082;Aquisição de Equipamentos de Informática #5082;P;4538.25;07/10/2026;11/09/2026;PAGO;BOLETO;61455877840
5060;Fornecimento de Energia Elétrica Comercial #5060;P;5544.76;17/09/2026;11/09/2026;PAGO;PIX;25921606391
5127;Recebimento de Honorários Técnicos #5127;R;7263.78;20/09/2026;;PENDENTE;TRANSFERENCIA;89425523231
5026;Honorários de Assessoria Contábil #5026;P;10252.39;29/09/2026;;PENDENTE;PIX;18421152866
5003;Pagamento de Infraestrutura em Nuvem #5003;P;10368.18;17/09/2026;;PENDENTE;CARTAO_CREDITO;28279073990
5035;Despesas com Telefonia e Link Dedicado #5035;P;2666.41;18/09/2026;11/09/2026;PAGO;CARTAO_CREDITO;90199777411
5093;Venda de Insumos para Distribuição #5093;R;3083.43;26/09/2026;;PENDENTE;CARTAO_CREDITO;33074424656
5064;Faturamento de Pedido E-commerce #5064;R;3151.61;03/10/2026;;PENDENTE;TRANSFERENCIA;98471962063
5029;Serviço de Logística e Entrega Expressa #5029;P;6092.27;08/10/2026;;PENDENTE;TRANSFERENCIA;20978323696
5172;Venda de Insumos para Distribuição #5172;R;11604.12;11/10/2026;11/09/2026;PAGO;BOLETO;40714689980
5081;Serviço de Logística e Entrega Expressa #5081;P;3250.15;17/09/2026;;PENDENTE;CARTAO_CREDITO;57946303459
5169;Venda de Insumos para Distribuição #5169;R;12957.52;10/10/2026;11/09/2026;PAGO;TRANSFERENCIA;05412347657
5065;Assinatura Mensal de Plataforma Web #5065;R;1989.06;10/10/2026;11/09/2026;PAGO;PIX;19103461793
5045;Faturamento de Pedido E-commerce #5045;R;6745.45;17/09/2026;11/09/2026;PAGO;CARTAO_CREDITO;13005718298
5152;Fornecimento de Energia Elétrica Comercial #5152;P;11859.49;10/10/2026;;PENDENTE;BOLETO;81816670774
5012;Licenciamento de Software ERP SaaS #5012;R;13057.16;12/09/2026;;PENDENTE;TRANSFERENCIA;30769752500
5051;Despesas com Telefonia e Link Dedicado #5051;P;12583.96;18/09/2026;;PENDENTE;BOLETO;97396814170
5063;Recebimento de Prestação de Serviços #5063;R;13095.58;22/09/2026;;PENDENTE;CARTAO_CREDITO;29443522292
5174;Venda de Insumos para Distribuição #5174;R;2602.95;10/10/2026;;PENDENTE;CARTAO_CREDITO;22375736540
5173;Recebimento de Prestação de Serviços #5173;R;13844.14;26/09/2026;;PENDENTE;BOLETO;23546243528
5143;Serviço de Logística e Entrega Expressa #5143;P;7484.70;28/09/2026;;PENDENTE;PIX;71776417771
5078;Licenciamento de Software ERP SaaS #5078;R;5146.10;24/09/2026;;PENDENTE;PIX;01215642741
5102;Manutenção Preventiva de Servidores #5102;P;2419.79;10/10/2026;;PENDENTE;TRANSFERENCIA;02762273447
5041;Aquisição de Equipamentos de Informática #5041;P;7506.74;06/10/2026;;PENDENTE;BOLETO;91843925842
5155;Venda de Insumos para Distribuição #5155;R;5710.68;05/10/2026;11/09/2026;PAGO;PIX;78380548000
5167;Venda de Insumos para Distribuição #5167;R;4645.37;30/09/2026;;PENDENTE;PIX;64835930231
5139;Recebimento de Honorários Técnicos #5139;R;7805.70;21/09/2026;;PENDENTE;PIX;12023083095
5114;Contrato de Consultoria Empresarial #5114;R;9201.30;06/10/2026;;PENDENTE;CARTAO_CREDITO;26406990595
5053;Venda de Insumos para Distribuição #5053;R;14276.35;14/09/2026;;PENDENTE;CARTAO_CREDITO;32284000347
5136;Despesas com Telefonia e Link Dedicado #5136;P;8936.36;01/10/2026;11/09/2026;PAGO;PIX;66351687616
5156;Faturamento de Pedido E-commerce #5156;R;2354.22;02/10/2026;11/09/2026;PAGO;TRANSFERENCIA;46301341074
5032;Faturamento de Pedido E-commerce #5032;R;7230.22;07/10/2026;;PENDENTE;TRANSFERENCIA;65363592835
5137;Recebimento de Prestação de Serviços #5137;R;2640.30;24/09/2026;11/09/2026;PAGO;TRANSFERENCIA;90377833509
5052;Pagamento de Infraestrutura em Nuvem #5052;P;6467.23;30/09/2026;11/09/2026;PAGO;BOLETO;13629272959
5141;Pagamento de Licença de Banco de Dados #5141;P;10911.69;12/09/2026;;PENDENTE;BOLETO;53715497491
5017;Aquisição de Equipamentos de Informática #5017;P;11954.90;13/09/2026;;PENDENTE;CARTAO_CREDITO;14281967907
5116;Pagamento de Infraestrutura em Nuvem #5116;P;4791.85;30/09/2026;;PENDENTE;TRANSFERENCIA;69367286007
5055;Venda de Insumos para Distribuição #5055;R;8368.74;25/09/2026;;PENDENTE;TRANSFERENCIA;88981918805
5097;Manutenção Preventiva de Servidores #5097;P;1378.52;03/10/2026;;PENDENTE;BOLETO;65064277601
5018;Aquisição de Equipamentos de Informática #5018;P;10169.33;25/09/2026;11/09/2026;PAGO;CARTAO_CREDITO;60009641963
5147;Recebimento de Honorários Técnicos #5147;R;13452.21;06/10/2026;;PENDENTE;CARTAO_CREDITO;27673939800
5125;Licenciamento de Software ERP SaaS #5125;R;4198.51;24/09/2026;;PENDENTE;TRANSFERENCIA;07572736459
5028;Venda de Insumos para Distribuição #5028;R;6208.09;05/10/2026;11/09/2026;PAGO;BOLETO;55135723625
5034;Pagamento de Infraestrutura em Nuvem #5034;P;1379.60;22/09/2026;11/09/2026;PAGO;TRANSFERENCIA;80129005134
5157;Contrato de Consultoria Empresarial #5157;R;11678.46;11/10/2026;;PENDENTE;PIX;69761972496
5044;Recebimento de Honorários Técnicos #5044;R;1014.71;05/10/2026;;PENDENTE;PIX;26219959345
5096;Recebimento de Honorários Técnicos #5096;R;10607.62;01/10/2026;;PENDENTE;BOLETO;82657194508
5105;Fornecimento de Energia Elétrica Comercial #5105;P;5710.98;15/09/2026;;PENDENTE;CARTAO_CREDITO;89507865241
5069;Faturamento de Vendas de Produtos #5069;R;6278.58;28/09/2026;;PENDENTE;PIX;64824769884
5001;Pagamento de Infraestrutura em Nuvem #5001;P;5261.42;11/10/2026;;PENDENTE;CARTAO_CREDITO;22227054360
5023;Faturamento de Pedido E-commerce #5023;R;9757.88;10/10/2026;11/09/2026;PAGO;TRANSFERENCIA;75528519454
5146;Honorários de Assessoria Contábil #5146;P;7511.48;17/09/2026;11/09/2026;PAGO;TRANSFERENCIA;29047150457
5164;Fornecimento de Energia Elétrica Comercial #5164;P;713.87;09/10/2026;11/09/2026;PAGO;BOLETO;76686480118
5175;Licenciamento de Software ERP SaaS #5175;R;7177.00;30/09/2026;;PENDENTE;CARTAO_CREDITO;02154040330
5073;Fornecimento de Energia Elétrica Comercial #5073;P;3685.79;27/09/2026;;PENDENTE;CARTAO_CREDITO;66231050939
5076;Recebimento de Honorários Técnicos #5076;R;10262.28;26/09/2026;;PENDENTE;PIX;12909712346
5098;Aquisição de Equipamentos de Informática #5098;P;11758.43;12/09/2026;;PENDENTE;CARTAO_CREDITO;64686760704
5166;Aquisição de Equipamentos de Informática #5166;P;8363.36;25/09/2026;11/09/2026;PAGO;TRANSFERENCIA;21126845825
5112;Serviço de Logística e Entrega Expressa #5112;P;6251.62;13/09/2026;;PENDENTE;PIX;62339703182
5150;Assinatura Mensal de Plataforma Web #5150;R;12133.73;05/10/2026;;PENDENTE;CARTAO_CREDITO;84850430813
5133;Fornecimento de Energia Elétrica Comercial #5133;P;465.50;20/09/2026;11/09/2026;PAGO;PIX;19363859371
5039;Despesas com Telefonia e Link Dedicado #5039;P;3165.01;25/09/2026;;PENDENTE;BOLETO;76377205007
5158;Pagamento de Licença de Banco de Dados #5158;P;5264.23;26/09/2026;11/09/2026;PAGO;TRANSFERENCIA;18838314071
5006;Faturamento de Pedido E-commerce #5006;R;10311.93;18/09/2026;;PENDENTE;PIX;55225320414
5122;Recebimento de Prestação de Serviços #5122;R;10120.23;26/09/2026;;PENDENTE;PIX;36419309441
5043;Pagamento de Licença de Banco de Dados #5043;P;5618.27;08/10/2026;;PENDENTE;CARTAO_CREDITO;70081947062
5160;Honorários de Assessoria Contábil #5160;P;3871.28;13/09/2026;;PENDENTE;TRANSFERENCIA;99222436601
5153;Fornecimento de Energia Elétrica Comercial #5153;P;7250.12;05/10/2026;11/09/2026;PAGO;PIX;50712527320
5090;Contrato de Consultoria Empresarial #5090;R;2747.03;02/10/2026;;PENDENTE;CARTAO_CREDITO;28318041402
5019;Honorários de Assessoria Contábil #5019;P;2720.72;26/09/2026;;PENDENTE;PIX;95003100230
5121;Faturamento de Pedido E-commerce #5121;R;1847.68;06/10/2026;11/09/2026;PAGO;CARTAO_CREDITO;38019490019
