id_lancamento;descricao;tipo_operacao;valor;data_vencimento;data_pagamento;status;forma_pagamento;documento_titular
81036;Titulo financeiro lote A sequencia 36;P;237.00;09/03/2026;;PENDENTE;BOLETO;77173708400
81037;Titulo financeiro lote A sequencia 37;R;238.00;10/03/2026;;PENDENTE;CARTAO_CREDITO;25311070889
81038;Titulo financeiro lote A sequencia 38;P;239.00;11/03/2026;;PENDENTE;TRANSFERENCIA;55048809637
81039;Titulo financeiro lote A sequencia 39;R;240.00;12/03/2026;;PENDENTE;DINHEIRO;44277666337
81040;Titulo financeiro lote A sequencia 40;P;241.00;13/03/2026;12/03/2026;PAGO;PIX;78336846433
81041;Titulo financeiro lote A sequencia 41;R;242.00;14/03/2026;;PENDENTE;BOLETO;67439705068
81042;Titulo financeiro lote A sequencia 42;P;243.00;15/03/2026;;CANCELADO;CARTAO_CREDITO;48273709310
81043;Titulo financeiro lote A sequencia 43;R;244.00;16/03/2026;;PENDENTE;TRANSFERENCIA;66018140594
81044;Titulo financeiro lote A sequencia 44;P;245.00;17/03/2026;;PENDENTE;DINHEIRO;67428844100
81045;Titulo financeiro lote A sequencia 45;R;246.00;18/03/2026;17/03/2026;PAGO;PIX;48261729826
81046;Titulo financeiro lote A sequencia 46;P;247.00;19/03/2026;;PENDENTE;BOLETO;69745196800
81047;Titulo financeiro lote A sequencia 47;R;248.00;20/03/2026;;PENDENTE;CARTAO_CREDITO;67938449202
81048;Titulo financeiro lote A sequencia 48;P;249.00;21/03/2026;;PENDENTE;TRANSFERENCIA;29112370487
81049;Titulo financeiro lote A sequencia 49;R;250.00;22/03/2026;;CANCELADO;DINHEIRO;79350775760
81050;Titulo financeiro lote A sequencia 50;P;251.00;23/03/2026;22/03/2026;PAGO;PIX;37684945513
81051;Titulo financeiro lote A sequencia 51;R;252.00;24/03/2026;;PENDENTE;BOLETO;36652446413
81052;Titulo financeiro lote A sequencia 52;P;253.00;25/03/2026;;PENDENTE;CARTAO_CREDITO;14522421001
81053;Titulo financeiro lote A sequencia 53;R;254.00;26/03/2026;;PENDENTE;TRANSFERENCIA;86980949454
81054;Titulo financeiro lote A sequencia 54;P;255.00;27/03/2026;;PENDENTE;DINHEIRO;13775370307
81055;Titulo financeiro lote A sequencia 55;R;256.00;28/03/2026;27/03/2026;PAGO;PIX;00838914209
81056;Titulo financeiro lote A sequencia 56;P;257.00;29/03/2026;;CANCELADO;BOLETO;21454090090
81057;Titulo financeiro lote A sequencia 57;R;258.00;30/03/2026;;PENDENTE;CARTAO_CREDITO;13520560542
81058;Titulo financeiro lote A sequencia 58;P;259.00;31/03/2026;;PENDENTE;TRANSFERENCIA;34018301634
81059;Titulo financeiro lote A sequencia 59;R;260.00;01/04/2026;;PENDENTE;DINHEIRO;40554729601
81060;Titulo financeiro lote A sequencia 60;P;261.00;02/04/2026;01/04/2026;PAGO;PIX;17661900734
81061;Titulo financeiro lote A sequencia 61;R;262.00;03/04/2026;;PENDENTE;BOLETO;01936724308
81062;Titulo financeiro lote A sequencia 62;P;263.00;04/04/2026;;PENDENTE;CARTAO_CREDITO;18101835962
81063;Titulo financeiro lote A sequencia 63;R;264.00;05/04/2026;;CANCELADO;TRANSFERENCIA;42239812427
81064;Titulo financeiro lote A sequencia 64;P;265.00;06/04/2026;;PENDENTE;DINHEIRO;08924106120
81065;Titulo financeiro lote A sequencia 65;R;266.00;07/04/2026;06/04/2026;PAGO;PIX;32356383859
81066;Titulo financeiro lote A sequencia 66;P;267.00;08/04/2026;;PENDENTE;BOLETO;67215877850
81067;Titulo financeiro lote A sequencia 67;R;268.00;09/04/2026;;PENDENTE;CARTAO_CREDITO;27964366327
81068;Titulo financeiro lote A sequencia 68;P;269.00;10/04/2026;;PENDENTE;TRANSFERENCIA;24649421543
81069;Titulo financeiro lote A sequencia 69;R;270.00;11/04/2026;;PENDENTE;DINHEIRO;57221349290
81070;Titulo financeiro lote A sequencia 70;P;271.00;12/04/2026;11/04/2026;PAGO;PIX;03858650315
81071;Titulo financeiro lote A sequencia 71;R;272.00;13/04/2026;;PENDENTE;BOLETO;41863642900
81072;Titulo financeiro lote A sequencia 72;P;273.00;14/04/2026;;PENDENTE;CARTAO_CREDITO;42527098908
81073;Titulo financeiro lote A sequencia 73;R;274.00;15/04/2026;;PENDENTE;TRANSFERENCIA;66963402540
81074;Titulo financeiro lote A sequencia 74;P;275.00;16/04/2026;;PENDENTE;DINHEIRO;31331813514
81075;Titulo financeiro lote A sequencia 75;R;276.00;17/04/2026;16/04/2026;PAGO;PIX;50671435418
81076;Titulo financeiro lote A sequencia 76;P;277.00;18/04/2026;;PENDENTE;BOLETO;03661994980
81077;Titulo financeiro lote A sequencia 77;R;278.00;19/04/2026;;CANCELADO;CARTAO_CREDITO;03632051879
81078;Titulo financeiro lote A sequencia 78;P;279.00;20/04/2026;;PENDENTE;TRANSFERENCIA;76983390253
81079;Titulo financeiro lote A sequencia 79;R;280.00;21/04/2026;;PENDENTE;DINHEIRO;61486532900
81080;Titulo financeiro lote A sequencia 80;P;281.00;22/04/2026;21/04/2026;PAGO;PIX;38800264409
81081;Titulo financeiro lote A sequencia 81;R;282.00;23/04/2026;;PENDENTE;BOLETO;77396588715
81082;Titulo financeiro lote A sequencia 82;P;283.00;24/04/2026;;PENDENTE;CARTAO_CREDITO;76893469950
81083;Titulo financeiro lote A sequencia 83;R;284.00;25/04/2026;;PENDENTE;TRANSFERENCIA;83460965851
81084;Titulo financeiro lote A sequencia 84;P;285.00;26/04/2026;;CANCELADO;DINHEIRO;97797465878
81085;Titulo financeiro lote A sequencia 85;R;286.00;27/04/2026;26/04/2026;PAGO;PIX;23845921307
81086;Titulo financeiro lote A sequencia 86;P;287.00;28/04/2026;;PENDENTE;BOLETO;51930473192
81087;Titulo financeiro lote A sequencia 87;R;288.00;29/04/2026;;PENDENTE;CARTAO_CREDITO;91579259332
81088;Titulo financeiro lote A sequencia 88;P;289.00;30/04/2026;;PENDENTE;TRANSFERENCIA;76445956947
81089;Titulo financeiro lote A sequencia 89;R;290.00;01/05/2026;;PENDENTE;DINHEIRO;78702041960
81090;Titulo financeiro lote A sequencia 90;P;291.00;02/05/2026;01/05/2026;PAGO;PIX;85844635345
81091;Titulo financeiro lote A sequencia 91;R;292.00;03/05/2026;;CANCELADO;BOLETO;67589576751
81092;Titulo financeiro lote A sequencia 92;P;293.00;04/05/2026;;PENDENTE;CARTAO_CREDITO;43164267886
81093;Titulo financeiro lote A sequencia 93;R;294.00;05/05/2026;;PENDENTE;TRANSFERENCIA;77271958711
81094;Titulo financeiro lote A sequencia 94;P;295.00;06/05/2026;;PENDENTE;DINHEIRO;62624489002
81095;Titulo financeiro lote A sequencia 95;R;296.00;07/05/2026;06/05/2026;PAGO;PIX;82684516456
81096;Titulo financeiro lote A sequencia 96;P;297.00;08/05/2026;;PENDENTE;BOLETO;07827850693
81097;Titulo financeiro lote A sequencia 97;R;298.00;09/05/2026;;PENDENTE;CARTAO_CREDITO;67113919421
81098;Titulo financeiro lote A sequencia 98;P;299.00;10/05/2026;;CANCELADO;TRANSFERENCIA;95791922515
81099;Titulo financeiro lote A sequencia 99;R;300.00;11/05/2026;;PENDENTE;DINHEIRO;10808405837
81100;Titulo financeiro lote A sequencia 100;P;301.00;12/05/2026;11/05/2026;PAGO;PIX;60600647102
81101;Titulo financeiro lote A sequencia 101;R;302.00;13/05/2026;;PENDENTE;BOLETO;26768384902
81102;Titulo financeiro lote A sequencia 102;P;303.00;14/05/2026;;PENDENTE;CARTAO_CREDITO;77849941764
81103;Titulo financeiro lote A sequencia 103;R;304.00;15/05/2026;;PENDENTE;TRANSFERENCIA;58892843125
81104;Titulo financeiro lote A sequencia 104;P;305.00;16/05/2026;;PENDENTE;DINHEIRO;18079155496
81105;Titulo financeiro lote A sequencia 105;R;306.00;17/05/2026;16/05/2026;PAGO;PIX;32315625890
81106;Titulo financeiro lote A sequencia 106;P;307.00;18/05/2026;;PENDENTE;BOLETO;06197419530
81107;Titulo financeiro lote A sequencia 107;R;308.00;19/05/2026;;PENDENTE;CARTAO_CREDITO;06045069455
81108;Titulo financeiro lote A sequencia 108;P;309.00;20/05/2026;;PENDENTE;TRANSFERENCIA;56154986840
81109;Titulo financeiro lote A sequencia 109;R;310.00;21/05/2026;;PENDENTE;DINHEIRO;35061858964
81110;Titulo financeiro lote A sequencia 110;P;311.00;22/05/2026;21/05/2026;PAGO;PIX;49691437651
81111;Titulo financeiro lote A sequencia 111;R;312.00;23/05/2026;;PENDENTE;BOLETO;09872001782
81112;Titulo financeiro lote A sequencia 112;P;313.00;24/05/2026;;CANCELADO;CARTAO_CREDITO;03089425742
81113;Titulo financeiro lote A sequencia 113;R;314.00;25/05/2026;;PENDENTE;TRANSFERENCIA;88695102980
81114;Titulo financeiro lote A sequencia 114;P;315.00;26/05/2026;;PENDENTE;DINHEIRO;26440609408
81115;Titulo financeiro lote A sequencia 115;R;316.00;27/05/2026;26/05/2026;PAGO;PIX;73796800130
81116;Titulo financeiro lote A sequencia 116;P;317.00;28/05/2026;;PENDENTE;BOLETO;86274983503
81117;Titulo financeiro lote A sequencia 117;R;318.00;29/05/2026;;PENDENTE;CARTAO_CREDITO;99196505877
81118;Titulo financeiro lote A sequencia 118;P;319.00;30/05/2026;;PENDENTE;TRANSFERENCIA;11125508795
81119;Titulo financeiro lote A sequencia 119;R;320.00;31/05/2026;;CANCELADO;DINHEIRO;77134337910
81120;Titulo financeiro lote A sequencia 120;P;321.00;01/06/2026;31/05/2026;PAGO;PIX;37367939602
81121;Titulo financeiro lote A sequencia 121;R;322.00;02/06/2026;;PENDENTE;BOLETO;19721587249
81122;Titulo financeiro lote A sequencia 122;P;323.00;03/06/2026;;PENDENTE;CARTAO_CREDITO;69749999762
81123;Titulo financeiro lote A sequencia 123;R;324.00;04/06/2026;;PENDENTE;TRANSFERENCIA;09462404933
81124;Titulo financeiro lote A sequencia 124;P;325.00;05/06/2026;;PENDENTE;DINHEIRO;44279711488
81125;Titulo financeiro lote A sequencia 125;R;326.00;06/06/2026;05/06/2026;PAGO;PIX;33526102074
81126;Titulo financeiro lote A sequencia 126;P;327.00;07/06/2026;;CANCELADO;BOLETO;86235379986
81127;Titulo financeiro lote A sequencia 127;R;328.00;08/06/2026;;PENDENTE;CARTAO_CREDITO;82239404000
81128;Titulo financeiro lote A sequencia 128;P;329.00;09/06/2026;;PENDENTE;TRANSFERENCIA;14109822971
81129;Titulo financeiro lote A sequencia 129;R;330.00;10/06/2026;;PENDENTE;DINHEIRO;54389680129
81130;Titulo financeiro lote A sequencia 130;P;331.00;11/06/2026;10/06/2026;PAGO;PIX;72861980095
81131;Titulo financeiro lote A sequencia 131;R;332.00;12/06/2026;;PENDENTE;BOLETO;71888781530
81132;Titulo financeiro lote A sequencia 132;P;333.00;13/06/2026;;PENDENTE;CARTAO_CREDITO;71816912603
81133;Titulo financeiro lote A sequencia 133;R;334.00;14/06/2026;;CANCELADO;TRANSFERENCIA;25219600559
81134;Titulo financeiro lote A sequencia 134;P;335.00;15/06/2026;;PENDENTE;DINHEIRO;96325330544
81135;Titulo financeiro lote A sequencia 135;R;336.00;16/06/2026;15/06/2026;PAGO;PIX;53262269107
81136;Titulo financeiro lote A sequencia 136;P;337.00;17/06/2026;;PENDENTE;BOLETO;52712722221
81137;Titulo financeiro lote A sequencia 137;R;338.00;18/06/2026;;PENDENTE;CARTAO_CREDITO;64299276604
81138;Titulo financeiro lote A sequencia 138;P;339.00;19/06/2026;;PENDENTE;TRANSFERENCIA;63527028480
81139;Titulo financeiro lote A sequencia 139;R;340.00;20/06/2026;;PENDENTE;DINHEIRO;29390938490
81140;Titulo financeiro lote A sequencia 140;P;341.00;21/06/2026;20/06/2026;PAGO;PIX;42028722908
81141;Titulo financeiro lote A sequencia 141;R;342.00;22/06/2026;;PENDENTE;BOLETO;51671202333
81142;Titulo financeiro lote A sequencia 142;P;343.00;23/06/2026;;PENDENTE;CARTAO_CREDITO;75640158883
81143;Titulo financeiro lote A sequencia 143;R;344.00;24/06/2026;;PENDENTE;TRANSFERENCIA;31210388936
81144;Titulo financeiro lote A sequencia 144;P;345.00;25/06/2026;;PENDENTE;DINHEIRO;68445821024
81145;Titulo financeiro lote A sequencia 145;R;346.00;26/06/2026;25/06/2026;PAGO;PIX;71805561499
81146;Titulo financeiro lote A sequencia 146;P;347.00;27/06/2026;;PENDENTE;BOLETO;90181117320
81147;Titulo financeiro lote A sequencia 147;R;348.00;28/06/2026;;CANCELADO;CARTAO_CREDITO;21518687458
81148;Titulo financeiro lote A sequencia 148;P;349.00;29/06/2026;;PENDENTE;TRANSFERENCIA;62573517900
81149;Titulo financeiro lote A sequencia 149;R;350.00;30/06/2026;;PENDENTE;DINHEIRO;72841431347
81150;Titulo financeiro lote A sequencia 150;P;351.00;01/07/2026;30/06/2026;PAGO;PIX;10082895236
81151;Titulo financeiro lote A sequencia 151;R;352.00;02/07/2026;;PENDENTE;BOLETO;88799293994
81152;Titulo financeiro lote A sequencia 152;P;353.00;03/07/2026;;PENDENTE;CARTAO_CREDITO;88627954240
81153;Titulo financeiro lote A sequencia 153;R;354.00;04/07/2026;;PENDENTE;TRANSFERENCIA;13577041609
81154;Titulo financeiro lote A sequencia 154;P;355.00;05/07/2026;;CANCELADO;DINHEIRO;89612511713
81155;Titulo financeiro lote A sequencia 155;R;356.00;06/07/2026;05/07/2026;PAGO;PIX;36411570132
81156;Titulo financeiro lote A sequencia 156;P;357.00;07/07/2026;;PENDENTE;BOLETO;22595998005
81157;Titulo financeiro lote A sequencia 157;R;358.00;08/07/2026;;PENDENTE;CARTAO_CREDITO;39112261793
81158;Titulo financeiro lote A sequencia 158;P;359.00;09/07/2026;;PENDENTE;TRANSFERENCIA;69429897381
81159;Titulo financeiro lote A sequencia 159;R;360.00;10/07/2026;;PENDENTE;DINHEIRO;37665376959
81160;Titulo financeiro lote A sequencia 160;P;361.00;11/07/2026;10/07/2026;PAGO;PIX;39446952913
81161;Titulo financeiro lote A sequencia 161;R;362.00;12/07/2026;;CANCELADO;BOLETO;03534607961
81162;Titulo financeiro lote A sequencia 162;P;363.00;13/07/2026;;PENDENTE;CARTAO_CREDITO;99353878527
81163;Titulo financeiro lote A sequencia 163;R;364.00;14/07/2026;;PENDENTE;TRANSFERENCIA;00006825605
81164;Titulo financeiro lote A sequencia 164;P;365.00;15/07/2026;;PENDENTE;DINHEIRO;29987047190
81165;Titulo financeiro lote A sequencia 165;R;366.00;16/07/2026;15/07/2026;PAGO;PIX;44735617639
81166;Titulo financeiro lote A sequencia 166;P;367.00;17/07/2026;;PENDENTE;BOLETO;14794141076
81167;Titulo financeiro lote A sequencia 167;R;368.00;18/07/2026;;PENDENTE;CARTAO_CREDITO;45414336644
81168;Titulo financeiro lote A sequencia 168;P;369.00;19/07/2026;;CANCELADO;TRANSFERENCIA;27419936889
81169;Titulo financeiro lote A sequencia 169;R;370.00;20/07/2026;;PENDENTE;DINHEIRO;15702136748
81170;Titulo financeiro lote A sequencia 170;P;371.00;21/07/2026;20/07/2026;PAGO;PIX;70778109410
81171;Titulo financeiro lote A sequencia 171;R;372.00;22/07/2026;;PENDENTE;BOLETO;44963242109
81172;Titulo financeiro lote A sequencia 172;P;373.00;23/07/2026;;PENDENTE;CARTAO_CREDITO;74375912278
81173;Titulo financeiro lote A sequencia 173;R;374.00;24/07/2026;;PENDENTE;TRANSFERENCIA;34414354277
81174;Titulo financeiro lote A sequencia 174;P;375.00;25/07/2026;;PENDENTE;DINHEIRO;36164168171
81175;Titulo financeiro lote A sequencia 175;R;376.00;26/07/2026;25/07/2026;PAGO;PIX;78649694969
81176;Titulo financeiro lote A sequencia 176;P;377.00;27/07/2026;;PENDENTE;BOLETO;20525122508
81177;Titulo financeiro lote A sequencia 177;R;378.00;28/07/2026;;PENDENTE;CARTAO_CREDITO;73221738641
81178;Titulo financeiro lote A sequencia 178;P;379.00;29/07/2026;;PENDENTE;TRANSFERENCIA;35010979560
81179;Titulo financeiro lote A sequencia 179;R;380.00;30/07/2026;;PENDENTE;DINHEIRO;52554558221
