id_lancamento;descricao;tipo_operacao;valor;data_vencimento;data_pagamento;status;forma_pagamento;documento_titular
5158;Serviço de Logística e Entrega Expressa #5158;P;12338.34;14/09/2026;;PENDENTE;PIX;20036753297
5109;Contrato de Consultoria Empresarial #5109;R;8573.40;17/09/2026;11/09/2026;PAGO;CARTAO_CREDITO;01478225483
5017;Recebimento de Honorários Técnicos #5017;R;7769.96;17/09/2026;11/09/2026;PAGO;PIX;10993534325
5075;Faturamento de Vendas de Produtos #5075;R;12359.89;22/09/2026;;PENDENTE;BOLETO;81675196354
5178;Recebimento de Prestação de Serviços #5178;R;3856.61;12/09/2026;11/09/2026;PAGO;BOLETO;03028590042
5064;Aquisição de Equipamentos de Informática #5064;P;4437.77;01/10/2026;11/09/2026;PAGO;TRANSFERENCIA;58868577453
5003;Fornecimento de Energia Elétrica Comercial #5003;P;366.81;27/09/2026;;PENDENTE;TRANSFERENCIA;64684391590
5165;Manutenção Preventiva de Servidores #5165;P;4655.98;27/09/2026;;PENDENTE;CARTAO_CREDITO;84503110047
5098;Faturamento de Pedido E-commerce #5098;R;9620.92;30/09/2026;11/09/2026;PAGO;TRANSFERENCIA;74570511635
5056;Despesas com Telefonia e Link Dedicado #5056;P;6744.93;14/09/2026;;PENDENTE;CARTAO_CREDITO;84008035230
5147;Faturamento de Pedido E-commerce #5147;R;4923.71;05/10/2026;;PENDENTE;CARTAO_CREDITO;74400501345
5162;Recebimento de Prestação de Serviços #5162;R;8117.53;17/09/2026;;PENDENTE;CARTAO_CREDITO;15433837343
5033;Honorários de Assessoria Contábil #5033;P;10432.83;09/10/2026;;PENDENTE;PIX;57358987799
5095;Recebimento de Honorários Técnicos #5095;R;3441.01;16/09/2026;;PENDENTE;CARTAO_CREDITO;95080080914
5012;Honorários de Assessoria Contábil #5012;P;4555.58;18/09/2026;;PENDENTE;CARTAO_CREDITO;09697247994
5087;Fornecimento de Energia Elétrica Comercial #5087;P;11679.09;02/10/2026;;PENDENTE;BOLETO;05071895315
5153;Faturamento de Pedido E-commerce #5153;R;7540.68;16/09/2026;;PENDENTE;CARTAO_CREDITO;78787351234
5164;Assinatura Mensal de Plataforma Web #5164;R;347.68;08/10/2026;;PENDENTE;PIX;52905189169
5111;Despesas com Telefonia e Link Dedicado #5111;P;9854.18;26/09/2026;;PENDENTE;BOLETO;32903993971
5093;Despesas com Telefonia e Link Dedicado #5093;P;11212.55;09/10/2026;11/09/2026;PAGO;BOLETO;90141619058
5088;Despesas com Telefonia e Link Dedicado #5088;P;1584.17;02/10/2026;;PENDENTE;BOLETO;62933881276
5069;Recebimento de Honorários Técnicos #5069;R;13657.62;27/09/2026;;PENDENTE;TRANSFERENCIA;21225239800
5146;Contrato de Consultoria Empresarial #5146;R;10878.58;12/09/2026;;PENDENTE;TRANSFERENCIA;48462979420
5043;Contrato de Consultoria Empresarial #5043;R;13494.69;11/10/2026;;PENDENTE;TRANSFERENCIA;32638290254
5152;Assinatura Mensal de Plataforma Web #5152;R;2284.48;29/09/2026;11/09/2026;PAGO;BOLETO;64532720087
5062;Pagamento de Licença de Banco de Dados #5062;P;435.82;30/09/2026;;PENDENTE;CARTAO_CREDITO;40907308996
5121;Despesas com Telefonia e Link Dedicado #5121;P;12188.61;09/10/2026;11/09/2026;PAGO;TRANSFERENCIA;43835913026
5166;Manutenção Preventiva de Servidores #5166;P;4979.02;30/09/2026;11/09/2026;PAGO;BOLETO;23536416527
5074;Licenciamento de Software ERP SaaS #5074;R;8769.47;10/10/2026;;PENDENTE;TRANSFERENCIA;04092212950
5007;Manutenção Preventiva de Servidores #5007;P;9236.29;04/10/2026;;PENDENTE;BOLETO;27270884340
5052;Contrato de Consultoria Empresarial #5052;R;14401.74;14/09/2026;11/09/2026;PAGO;CARTAO_CREDITO;45370939861
5011;Venda de Insumos para Distribuição #5011;R;5591.24;26/09/2026;11/09/2026;PAGO;PIX;53974999272
5176;Pagamento de Licença de Banco de Dados #5176;P;10692.54;17/09/2026;;PENDENTE;BOLETO;75172749020
5140;Contrato de Consultoria Empresarial #5140;R;14066.60;04/10/2026;;PENDENTE;CARTAO_CREDITO;08967797427
5019;Venda de Insumos para Distribuição #5019;R;3327.08;16/09/2026;;PENDENTE;TRANSFERENCIA;89010643670
5163;Aquisição de Equipamentos de Informática #5163;P;11926.82;24/09/2026;11/09/2026;PAGO;PIX;68260196204
5156;Fornecimento de Energia Elétrica Comercial #5156;P;3097.98;19/09/2026;;PENDENTE;CARTAO_CREDITO;67444737002
5068;Honorários de Assessoria Contábil #5068;P;7992.93;27/09/2026;;PENDENTE;BOLETO;70038005603
5130;Faturamento de Vendas de Produtos #5130;R;7055.16;20/09/2026;11/09/2026;PAGO;BOLETO;82002172056
5172;Serviço de Logística e Entrega Expressa #5172;P;14829.35;22/09/2026;;PENDENTE;BOLETO;31484464451
5117;Contrato de Consultoria Empresarial #5117;R;12715.08;19/09/2026;11/09/2026;PAGO;BOLETO;40026832143
5058;Venda de Insumos para Distribuição #5058;R;9521.07;30/09/2026;;PENDENTE;TRANSFERENCIA;99222962338
5143;Pagamento de Infraestrutura em Nuvem #5143;P;6994.76;25/09/2026;;PENDENTE;CARTAO_CREDITO;25917318700
5063;Aquisição de Equipamentos de Informática #5063;P;9297.85;16/09/2026;;PENDENTE;BOLETO;54866244500
5171;Assinatura Mensal de Plataforma Web #5171;R;9166.95;22/09/2026;;PENDENTE;BOLETO;14968919379
5035;Licenciamento de Software ERP SaaS #5035;R;6405.22;13/09/2026;11/09/2026;PAGO;CARTAO_CREDITO;13126736130
5050;Faturamento de Pedido E-commerce #5050;R;9062.18;15/09/2026;;PENDENTE;PIX;33526751200
5141;Serviço de Logística e Entrega Expressa #5141;P;5323.03;12/09/2026;;PENDENTE;BOLETO;40603705413
5079;Faturamento de Vendas de Produtos #5079;R;3777.74;27/09/2026;;PENDENTE;BOLETO;32208732944
5047;Venda de Insumos para Distribuição #5047;R;12412.54;17/09/2026;11/09/2026;PAGO;TRANSFERENCIA;86935977100
5134;Pagamento de Infraestrutura em Nuvem #5134;P;10887.74;12/09/2026;;PENDENTE;TRANSFERENCIA;37001884049
5119;Faturamento de Vendas de Produtos #5119;R;14665.47;18/09/2026;;PENDENTE;CARTAO_CREDITO;46468520800
5118;Manutenção Preventiva de Servidores #5118;P;14966.14;12/09/2026;11/09/2026;PAGO;BOLETO;97027738147
5175;Faturamento de Vendas de Produtos #5175;R;9115.68;10/10/2026;;PENDENTE;TRANSFERENCIA;38551963970
5155;Licenciamento de Software ERP SaaS #5155;R;8097.70;07/10/2026;11/09/2026;PAGO;PIX;99464749997
5066;Venda de Insumos para Distribuição #5066;R;6165.82;26/09/2026;11/09/2026;PAGO;PIX;72466908328
5083;Faturamento de Vendas de Produtos #5083;R;9564.34;07/10/2026;11/09/2026;PAGO;PIX;20954291255
5001;Licenciamento de Software ERP SaaS #5001;R;1188.33;21/09/2026;11/09/2026;PAGO;TRANSFERENCIA;55329553792
5025;Aquisição de Equipamentos de Informática #5025;P;5820.46;20/09/2026;;PENDENTE;PIX;87141100598
5151;Faturamento de Pedido E-commerce #5151;R;8092.23;07/10/2026;;PENDENTE;CARTAO_CREDITO;97708839564
5044;Serviço de Logística e Entrega Expressa #5044;P;2055.81;15/09/2026;;PENDENTE;PIX;96729008806
5174;Recebimento de Prestação de Serviços #5174;R;2408.54;01/10/2026;;PENDENTE;TRANSFERENCIA;29469245059
5097;Fornecimento de Energia Elétrica Comercial #5097;P;7521.16;03/10/2026;;PENDENTE;BOLETO;81815266350
5030;Aquisição de Equipamentos de Informática #5030;P;11242.82;18/09/2026;;PENDENTE;BOLETO;55840995975
5125;Pagamento de Licença de Banco de Dados #5125;P;11914.22;18/09/2026;;PENDENTE;CARTAO_CREDITO;14452071090
5154;Assinatura Mensal de Plataforma Web #5154;R;5143.38;09/10/2026;;PENDENTE;CARTAO_CREDITO;94521414095
5018;Contrato de Consultoria Empresarial #5018;R;14996.43;21/09/2026;;PENDENTE;TRANSFERENCIA;73220975054
5057;Contrato de Consultoria Empresarial #5057;R;2754.85;30/09/2026;11/09/2026;PAGO;BOLETO;95046264919
